<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GAZP 60 20220715 150000 188.0000000 188.4500000 186.3000000 186.4500000 2738060
GAZP 60 20220715 160000 186.4500000 187.4800000 186.1000000 186.9500000 1425390
GAZP 60 20220715 170000 187.0000000 188.0000000 186.4100000 186.8300000 1500520
GAZP 60 20220715 180000 186.8200000 187.6900000 186.5000000 187.5000000 1098890
GAZP 60 20220715 190000 187.5000000 187.6100000 186.9700000 187.6100000 1274480
GAZP 60 20220718 110000 188.9100000 189.5000000 187.4500000 188.0000000 4737460
GAZP 60 20220718 120000 187.9600000 188.2300000 187.1000000 187.7600000 1688820
GAZP 60 20220718 130000 187.7500000 187.7700000 185.6200000 186.6000000 3865470
GAZP 60 20220718 140000 186.6000000 186.9800000 185.5200000 186.8000000 1415070
GAZP 60 20220718 150000 186.8000000 187.6000000 186.4000000 187.1000000 1212510
GAZP 60 20220718 160000 187.1200000 188.0000000 186.7500000 187.1000000 1552380
GAZP 60 20220718 170000 187.1700000 187.4900000 186.8100000 187.2400000 864800
GAZP 60 20220718 180000 187.2400000 187.2500000 186.5000000 187.0000000 750820
GAZP 60 20220718 190000 187.0000000 187.2500000 186.7000000 186.7000000 833610
GAZP 60 20220719 110000 186.1000000 186.9000000 185.5500000 186.2800000 2321400
GAZP 60 20220719 120000 186.2800000 186.3000000 184.8000000 185.0700000 3727540
GAZP 60 20220719 130000 185.0700000 185.9300000 184.7800000 185.5400000 2141270
GAZP 60 20220719 140000 185.5600000 185.6500000 185.1000000 185.1300000 1077880
GAZP 60 20220719 150000 185.1200000 185.4000000 184.6000000 185.3500000 1311260
GAZP 60 20220719 160000 185.3400000 185.8600000 184.8000000 185.0400000 1484040
GAZP 60 20220719 170000 185.0300000 185.3000000 184.8000000 185.0600000 1182010
GAZP 60 20220719 180000 185.0600000 187.3300000 185.0000000 186.9800000 2817510
GAZP 60 20220719 190000 187.0000000 189.6000000 186.9900000 189.5100000 6507400
GAZP 60 20220720 110000 190.0100000 195.8000000 190.0000000 193.9000000 18210310
GAZP 60 20220720 120000 193.9500000 194.9900000 192.3300000 194.2200000 5852400
GAZP 60 20220720 130000 194.2200000 194.6500000 192.5000000 193.9100000 3629400
GAZP 60 20220720 140000 193.9400000 194.4100000 193.3000000 193.9200000 2545850
GAZP 60 20220720 150000 193.9200000 195.4800000 193.8800000 194.3500000 4368940
GAZP 60 20220720 160000 194.3200000 194.3900000 193.0600000 193.7500000 2795890
GAZP 60 20220720 170000 193.7500000 194.5900000 193.5000000 194.2300000 1602170
GAZP 60 20220720 180000 194.2000000 194.2900000 192.7300000 192.9600000 2129890
GAZP 60 20220720 190000 192.9600000 193.4200000 192.1700000 193.3000000 2860800
GAZP 60 20220721 110000 194.6500000 195.4500000 188.5100000 189.3400000 10934790
GAZP 60 20220721 120000 189.3400000 190.6800000 188.0000000 190.3600000 5387020
GAZP 60 20220721 130000 190.3500000 192.4600000 189.5000000 192.4500000 2491030
GAZP 60 20220721 140000 192.4500000 192.5000000 190.4200000 191.8200000 2648280
GAZP 60 20220721 150000 191.8400000 192.1600000 190.4800000 190.7500000 1320730
GAZP 60 20220721 160000 190.7500000 191.2500000 190.1500000 190.7200000 1012480
GAZP 60 20220721 170000 190.7400000 191.0000000 188.7100000 189.6500000 1733350
GAZP 60 20220721 180000 189.7700000 190.3300000 188.9100000 189.5600000 1223410
GAZP 60 20220721 190000 189.5600000 189.9000000 189.3300000 189.5900000 1000430
GAZP 60 20220722 110000 189.3000000 191.5000000 188.6000000 190.7700000 4632390
GAZP 60 20220722 120000 190.7700000 191.8500000 190.2100000 191.3700000 2357430
GAZP 60 20220722 130000 191.3500000 191.4000000 190.5000000 190.9700000 1234430
GAZP 60 20220722 140000 190.9700000 192.6800000 190.8300000 192.1700000 2958920
GAZP 60 20220722 150000 192.1200000 192.9500000 191.8000000 192.6000000 1864070
GAZP 60 20220722 160000 192.6000000 192.6800000 192.0000000 192.1000000 1166510
GAZP 60 20220722 170000 192.1000000 192.3000000 191.8500000 192.1300000 974340
GAZP 60 20220722 180000 192.1000000 192.2500000 191.5400000 191.9000000 1263410
GAZP 60 20220722 190000 191.9000000 192.2500000 191.7500000 192.2500000 1352870
GAZP 60 20220725 110000 192.6100000 194.6500000 191.5000000 193.9100000 6416230
GAZP 60 20220725 120000 193.9000000 194.0000000 193.1500000 193.7600000 2552890
GAZP 60 20220725 130000 193.7500000 193.8900000 192.7600000 193.4100000 1290100
GAZP 60 20220725 140000 193.4000000 194.0000000 193.3200000 193.6000000 1417220
GAZP 60 20220725 150000 193.6500000 194.4500000 193.5600000 194.0600000 1735870
GAZP 60 20220725 160000 194.0600000 194.4000000 193.9000000 194.1800000 669910
GAZP 60 20220725 170000 194.1700000 194.2100000 192.6000000 193.2500000 2055530
GAZP 60 20220725 180000 193.2500000 193.6900000 190.5600000 192.5500000 4380350
GAZP 60 20220725 190000 192.5400000 192.9500000 191.7300000 192.0000000 1573180
GAZP 60 20220726 110000 192.0000000 193.8500000 191.2000000 192.7900000 4485380
GAZP 60 20220726 120000 192.7900000 193.1900000 192.0800000 192.7700000 1713980
GAZP 60 20220726 130000 192.7700000 193.5000000 192.5000000 193.1600000 1954690
GAZP 60 20220726 140000 193.0800000 193.2800000 192.6100000 193.2000000 1631210
GAZP 60 20220726 150000 193.2000000 194.4400000 193.0100000 194.3500000 3302270
GAZP 60 20220726 160000 194.3000000 194.4900000 192.7100000 192.7500000 3030370
GAZP 60 20220726 170000 192.7800000 193.4900000 192.7500000 193.0000000 1572210
GAZP 60 20220726 180000 193.0000000 193.5000000 192.9900000 193.2200000 1032420
GAZP 60 20220726 190000 193.2100000 193.9500000 193.2000000 193.9500000 1224840
GAZP 60 20220727 110000 194.5100000 197.5000000 194.1000000 196.2400000 11082040
GAZP 60 20220727 120000 196.2400000 196.6900000 195.2000000 196.1400000 3508160
GAZP 60 20220727 130000 196.0300000 196.8800000 195.6600000 196.3000000 2067800
GAZP 60 20220727 140000 196.3000000 196.8500000 196.1700000 196.6500000 1276530
GAZP 60 20220727 150000 196.6200000 196.8800000 195.4500000 195.8800000 2535530
GAZP 60 20220727 160000 195.8800000 195.9900000 194.5000000 195.2800000 2457240
GAZP 60 20220727 170000 195.2500000 195.8900000 194.7200000 195.7000000 2042160
GAZP 60 20220727 180000 195.7000000 196.4500000 195.5500000 196.2700000 1543190
GAZP 60 20220727 190000 196.2700000 196.8000000 195.6100000 196.4900000 1794450
GAZP 60 20220728 110000 198.0300000 198.7900000 197.0200000 197.8000000 6541220
GAZP 60 20220728 120000 197.8000000 197.8800000 195.2700000 195.7100000 5069970
GAZP 60 20220728 130000 195.7300000 196.2800000 195.0000000 196.2100000 2148180
GAZP 60 20220728 140000 196.2000000 196.5500000 195.4000000 196.4000000 1181850
GAZP 60 20220728 150000 196.4000000 197.2900000 196.3100000 197.0600000 1825600
GAZP 60 20220728 160000 197.0600000 197.3500000 195.8100000 195.8100000 1584550
GAZP 60 20220728 170000 195.8000000 196.3500000 195.7000000 195.9900000 1606240
GAZP 60 20220728 180000 196.0000000 196.3800000 195.7100000 196.3500000 1077310
GAZP 60 20220728 190000 196.3500000 196.3700000 196.0000000 196.2500000 813840
GAZP 60 20220729 110000 196.2000000 196.8000000 195.0500000 196.0900000 2801890
GAZP 60 20220729 120000 196.0700000 196.4900000 195.7200000 196.2800000 1080620
GAZP 60 20220729 130000 196.2500000 196.7000000 195.7100000 196.2300000 1162270
GAZP 60 20220729 140000 196.2300000 196.3000000 195.2500000 195.3300000 850140
GAZP 60 20220729 150000 195.3000000 195.3200000 193.5000000 193.8500000 3754670
GAZP 60 20220729 160000 193.8300000 194.8700000 193.7500000 194.6500000 1655860
GAZP 60 20220729 170000 194.6400000 195.4000000 194.3100000 194.7100000 1140490
GAZP 60 20220729 180000 194.7000000 195.3900000 194.6000000 195.3900000 796610
GAZP 60 20220729 190000 195.3900000 195.4400000 194.9100000 195.2600000 866270
GAZP 60 20220801 110000 194.5000000 194.6900000 193.0000000 193.0200000 3623620
GAZP 60 20220801 120000 193.0100000 193.2500000 192.1500000 193.0500000 2662360
GAZP 60 20220801 130000 193.0500000 193.3800000 192.5500000 193.3000000 1008270
GAZP 60 20220801 140000 193.3000000 193.6000000 192.5600000 192.7500000 1026260
GAZP 60 20220801 150000 192.7100000 193.1800000 192.6000000 193.1000000 759540
GAZP 60 20220801 160000 193.1000000 193.5000000 192.8800000 193.2300000 995170
GAZP 60 20220801 170000 193.1500000 193.5000000 192.8200000 193.0000000 887710
GAZP 60 20220801 180000 192.9900000 193.0600000 192.8000000 192.9600000 714710
GAZP 60 20220801 190000 192.9600000 193.1000000 192.0000000 192.0000000 1357290
GAZP 60 20220802 110000 191.5600000 191.6800000 189.3000000 189.5900000 4696610
GAZP 60 20220802 120000 189.5500000 189.7000000 188.8800000 189.0600000 2990980
GAZP 60 20220802 130000 189.0600000 189.3000000 188.0000000 188.4900000 3892880
GAZP 60 20220802 140000 188.4500000 189.2400000 188.2000000 188.4300000 3039240
GAZP 60 20220802 150000 188.4300000 188.5000000 187.6000000 188.2800000 1928420
GAZP 60 20220802 160000 188.3000000 188.3000000 187.5200000 187.7800000 1565090
GAZP 60 20220802 170000 187.7800000 187.9800000 186.8000000 187.4000000 2667590
GAZP 60 20220802 180000 187.4000000 187.6000000 186.8900000 187.4800000 1719020
GAZP 60 20220802 190000 187.4500000 187.6000000 186.9200000 187.1600000 1767740
GAZP 60 20220803 110000 187.5900000 188.9700000 186.3100000 188.0600000 4690470
GAZP 60 20220803 120000 188.0400000 188.3400000 187.7400000 188.2800000 1620900
GAZP 60 20220803 130000 188.2400000 188.3300000 187.6000000 188.0600000 828820
GAZP 60 20220803 140000 188.1000000 188.2300000 187.7500000 187.9700000 575770
GAZP 60 20220803 150000 187.9700000 188.2500000 187.1000000 188.0900000 1412970
GAZP 60 20220803 160000 188.1000000 188.1000000 187.6100000 187.7500000 612900
GAZP 60 20220803 170000 187.7500000 187.8000000 187.0100000 187.4000000 888120
GAZP 60 20220803 180000 187.4000000 187.6500000 187.2100000 187.3900000 567090
GAZP 60 20220803 190000 187.3900000 187.4000000 187.0400000 187.0400000 808920
GAZP 60 20220804 110000 187.0400000 187.2200000 185.5500000 185.8800000 3868600
GAZP 60 20220804 120000 185.8900000 186.0000000 185.5000000 185.8200000 1389720
GAZP 60 20220804 130000 185.9000000 186.0000000 185.0000000 185.1300000 1904040
GAZP 60 20220804 140000 185.1300000 185.6000000 185.1000000 185.2000000 1141910
GAZP 60 20220804 150000 185.2100000 185.4600000 185.1700000 185.1900000 590840
GAZP 60 20220804 160000 185.2000000 185.3000000 184.3000000 184.9000000 2149890
GAZP 60 20220804 170000 184.9200000 185.4000000 184.5600000 185.3100000 756260
GAZP 60 20220804 180000 185.3100000 185.4000000 185.0000000 185.1200000 699980
GAZP 60 20220804 190000 185.1200000 185.3300000 184.8800000 184.9000000 812710
GAZP 60 20220805 110000 184.7500000 185.6200000 180.2000000 180.3300000 10626540
GAZP 60 20220805 120000 180.3300000 181.0000000 175.7500000 177.8300000 15470170
GAZP 60 20220805 130000 177.8000000 178.8500000 176.0700000 177.6600000 5858540
GAZP 60 20220805 140000 177.6600000 179.4000000 177.2000000 178.9800000 2727350
GAZP 60 20220805 150000 178.9800000 179.5000000 177.7900000 178.1800000 2427680
GAZP 60 20220805 160000 178.1700000 178.2000000 176.1100000 176.2800000 3804390
GAZP 60 20220805 170000 176.2800000 180.0000000 176.2200000 178.4100000 3794010
GAZP 60 20220805 180000 178.3300000 178.9900000 177.0100000 177.2800000 1804460
GAZP 60 20220805 190000 177.2600000 178.2000000 176.5800000 176.5800000 2555980
GAZP 60 20220808 110000 180.0000000 181.5800000 177.5500000 180.4600000 15752960
GAZP 60 20220808 120000 180.4800000 181.8200000 179.2500000 180.1300000 4230810
GAZP 60 20220808 130000 180.1200000 180.3900000 179.0700000 179.3800000 1622220
GAZP 60 20220808 140000 179.3700000 179.6000000 177.5100000 178.2600000 3847800
GAZP 60 20220808 150000 178.2600000 179.2000000 177.8000000 178.9700000 1590030
GAZP 60 20220808 160000 178.9600000 179.2800000 178.1500000 178.7000000 1616100
GAZP 60 20220808 170000 178.7400000 178.8000000 178.2000000 178.3500000 739590
GAZP 60 20220808 180000 178.3100000 178.4000000 177.7400000 177.7400000 1081280
GAZP 60 20220808 190000 177.8200000 177.9800000 177.2500000 177.8600000 2017580
GAZP 60 20220809 110000 178.0100000 179.5000000 176.2300000 176.8000000 4820510
GAZP 60 20220809 120000 176.7900000 176.8000000 175.2000000 176.3000000 4773250
GAZP 60 20220809 130000 176.3500000 177.2800000 175.8400000 176.3900000 2652910
GAZP 60 20220809 140000 176.3900000 177.1500000 176.3200000 176.9500000 1332680
GAZP 60 20220809 150000 176.9500000 177.4400000 176.6000000 177.3400000 1576190
GAZP 60 20220809 160000 177.3100000 178.3700000 177.2000000 177.9000000 2077120
GAZP 60 20220809 170000 177.9000000 177.9500000 177.1000000 177.4700000 709420
GAZP 60 20220809 180000 177.4900000 178.2900000 176.9000000 178.2500000 1641870
GAZP 60 20220809 190000 178.2400000 181.3800000 178.2300000 181.0400000 4811320
GAZP 60 20220810 110000 181.0300000 182.3300000 179.2000000 179.8000000 5534760
GAZP 60 20220810 120000 179.8000000 180.6500000 179.5000000 180.3900000 2330150
GAZP 60 20220810 130000 180.3900000 181.9400000 180.3100000 181.6300000 3187380
GAZP 60 20220810 140000 181.7000000 181.9800000 180.4900000 180.5000000 1572010
GAZP 60 20220810 150000 180.5000000 180.9500000 180.2000000 180.6000000 1299290
GAZP 60 20220810 160000 180.5400000 180.9500000 179.6500000 180.6800000 1572180
GAZP 60 20220810 170000 180.6800000 180.7000000 178.8000000 179.0600000 2369470
GAZP 60 20220810 180000 179.0600000 179.8000000 179.0000000 179.3600000 953840
GAZP 60 20220810 190000 179.3600000 179.3600000 178.5300000 178.8100000 1592120
GAZP 60 20220811 110000 179.4700000 180.6300000 178.2500000 179.2000000 3835120
GAZP 60 20220811 120000 179.2000000 179.2000000 178.2500000 179.1300000 1926620
GAZP 60 20220811 130000 179.1300000 179.3100000 176.6000000 177.5000000 3419660
GAZP 60 20220811 140000 177.5000000 178.2100000 177.3200000 177.7100000 1010380
GAZP 60 20220811 150000 177.7100000 178.0000000 177.0000000 177.2800000 1173940
GAZP 60 20220811 160000 177.2800000 177.4900000 177.0000000 177.1100000 1431270
GAZP 60 20220811 170000 177.1100000 177.4000000 176.2100000 176.3500000 2971710
GAZP 60 20220811 180000 176.3300000 176.7600000 173.5100000 174.8800000 7742320
GAZP 60 20220811 190000 174.8800000 175.0000000 173.6300000 174.1000000 3229640
GAZP 60 20220812 110000 174.5000000 175.8800000 172.7000000 174.8200000 6073040
GAZP 60 20220812 120000 174.8200000 174.9300000 173.5000000 173.5700000 2361470
GAZP 60 20220812 130000 173.5700000 173.7400000 172.2900000 173.7100000 3505910
GAZP 60 20220812 140000 173.7300000 174.0000000 173.0000000 173.6800000 1465510
GAZP 60 20220812 150000 173.6800000 174.1000000 173.6000000 173.6500000 1075760
GAZP 60 20220812 160000 173.6500000 173.9000000 173.3100000 173.9000000 1163380
GAZP 60 20220812 170000 173.9000000 174.6500000 173.6500000 174.5500000 1818750
GAZP 60 20220812 180000 174.5500000 175.3000000 173.8000000 174.9100000 1507280
GAZP 60 20220812 190000 174.9400000 175.3600000 174.2900000 174.3600000 1415900
GAZP 60 20220815 110000 174.0600000 175.5000000 172.8700000 173.9500000 4228560
GAZP 60 20220815 120000 173.9500000 173.9600000 173.0200000 173.3300000 2727070
GAZP 60 20220815 130000 173.2900000 173.6400000 173.0000000 173.2500000 1760250
GAZP 60 20220815 140000 173.2400000 173.9600000 173.1500000 173.2000000 1004130
GAZP 60 20220815 150000 173.2000000 173.2500000 172.4000000 172.7500000 3098630
GAZP 60 20220815 160000 172.7600000 173.3500000 172.5200000 173.2200000 1248470
GAZP 60 20220815 170000 173.2200000 174.2000000 173.1900000 173.8000000 1975940
GAZP 60 20220815 180000 173.8000000 174.8800000 173.6700000 174.6300000 1251160
GAZP 60 20220815 190000 174.6300000 174.8000000 174.2300000 174.8000000 1165630
GAZP 60 20220816 110000 175.4000000 178.9400000 174.7000000 178.6200000 8595880
GAZP 60 20220816 120000 178.6200000 179.3000000 178.0000000 178.4700000 4414310
GAZP 60 20220816 130000 178.4700000 179.1600000 178.0500000 178.7900000 2111140
GAZP 60 20220816 140000 178.8400000 180.8000000 178.7200000 180.3600000 5338880
GAZP 60 20220816 150000 180.3600000 181.2700000 179.5500000 179.8700000 3920530
GAZP 60 20220816 160000 179.8500000 181.6000000 179.8000000 181.4900000 3095920
GAZP 60 20220816 170000 181.4900000 181.6100000 180.5000000 181.0700000 2185980
GAZP 60 20220816 180000 181.0300000 181.0700000 179.7500000 180.9500000 1889010
GAZP 60 20220816 190000 180.9500000 181.3000000 180.5500000 181.3000000 1477190
GAZP 60 20220817 110000 181.9000000 182.4900000 179.0100000 179.5200000 7118710
GAZP 60 20220817 120000 179.5200000 179.7000000 177.1400000 178.0200000 5887790
GAZP 60 20220817 130000 178.0200000 179.1500000 177.7500000 178.5100000 1992960
GAZP 60 20220817 140000 178.5100000 178.8000000 177.8200000 178.5600000 1143440
GAZP 60 20220817 150000 178.6100000 178.6300000 177.2500000 177.6900000 1774060
GAZP 60 20220817 160000 177.6600000 177.7000000 176.7200000 177.0600000 2061700
GAZP 60 20220817 170000 177.0600000 177.3000000 176.9000000 177.2000000 1529000
GAZP 60 20220817 180000 177.2000000 177.3700000 176.9200000 177.1000000 1057440
GAZP 60 20220817 190000 177.1100000 177.2000000 176.4000000 176.5000000 1598420
GAZP 60 20220818 110000 176.4000000 177.6800000 175.5000000 177.2700000 4816640
GAZP 60 20220818 120000 177.2800000 177.5800000 176.3000000 176.9300000 2154770
GAZP 60 20220818 130000 176.9400000 177.3800000 176.4000000 177.1000000 1471030
GAZP 60 20220818 140000 177.1000000 177.1000000 176.5200000 176.6300000 879800
GAZP 60 20220818 150000 176.6200000 176.9900000 176.3500000 176.9200000 831600
GAZP 60 20220818 160000 176.9100000 177.3000000 176.8000000 177.2400000 1098210
GAZP 60 20220818 170000 177.2400000 178.3300000 177.0200000 177.9000000 1517160
GAZP 60 20220818 180000 177.9000000 179.3700000 177.5400000 178.8300000 2308980
GAZP 60 20220818 190000 178.8600000 179.0000000 178.3100000 178.8700000 935330
GAZP 60 20220819 110000 178.7800000 178.9000000 177.2000000 177.5400000 2527120
GAZP 60 20220819 120000 177.4800000 178.2800000 177.0000000 177.4800000 1923340
GAZP 60 20220819 130000 177.4500000 177.9500000 177.4400000 177.7800000 459420
GAZP 60 20220819 140000 177.7800000 177.8400000 177.5000000 177.6000000 370120
GAZP 60 20220819 150000 177.5600000 177.6600000 176.7400000 177.0500000 1146480
GAZP 60 20220819 160000 177.0500000 177.2000000 176.6000000 177.2000000 693480
GAZP 60 20220819 170000 177.1800000 177.4400000 176.9600000 177.0300000 658600
GAZP 60 20220819 180000 177.0300000 177.5000000 176.8000000 177.3000000 773400
GAZP 60 20220819 190000 177.3400000 177.6000000 177.2500000 177.6000000 634810
GAZP 60 20220822 110000 177.4000000 178.9700000 176.8800000 178.8800000 3646070
GAZP 60 20220822 120000 178.8100000 180.3800000 178.6600000 179.4400000 3731740
GAZP 60 20220822 130000 179.4400000 179.8400000 179.0900000 179.5000000 1167990
GAZP 60 20220822 140000 179.4800000 179.8800000 179.4000000 179.8800000 805090
GAZP 60 20220822 150000 179.8700000 180.7800000 179.7000000 180.7700000 2440720
GAZP 60 20220822 160000 180.7700000 182.2000000 180.7600000 181.1700000 5110260
GAZP 60 20220822 170000 181.1700000 181.8000000 180.8100000 180.8700000 2272020
GAZP 60 20220822 180000 180.8700000 181.2500000 180.5100000 180.8200000 1382560
GAZP 60 20220822 190000 180.8200000 181.8900000 180.1000000 181.7000000 2187060
GAZP 60 20220823 110000 182.2800000 185.4700000 182.1000000 184.9000000 11748820
GAZP 60 20220823 120000 184.9000000 184.9900000 184.1000000 184.4800000 2999010
GAZP 60 20220823 130000 184.5000000 185.8000000 184.3200000 184.9400000 3171710
GAZP 60 20220823 140000 184.9400000 184.9900000 183.9000000 183.9800000 1974510
GAZP 60 20220823 150000 183.9800000 184.6900000 183.9500000 184.6300000 2028060
GAZP 60 20220823 160000 184.6200000 184.6800000 184.0500000 184.3500000 973970
GAZP 60 20220823 170000 184.3400000 184.9900000 184.2500000 184.6200000 1438330
GAZP 60 20220823 180000 184.6200000 184.7000000 184.0000000 184.3300000 1075390
GAZP 60 20220823 190000 184.2600000 184.7300000 184.0000000 184.3000000 1471570
GAZP 60 20220824 110000 184.6900000 186.6600000 182.7200000 184.6700000 7607810
GAZP 60 20220824 120000 184.6600000 185.1000000 184.1000000 184.4400000 2330970
GAZP 60 20220824 130000 184.4600000 184.7000000 183.6000000 183.6100000 749060
GAZP 60 20220824 140000 183.6000000 183.9500000 183.5000000 183.5800000 696160
GAZP 60 20220824 150000 183.5700000 183.6000000 182.8100000 183.3000000 1270860
GAZP 60 20220824 160000 183.3000000 183.9200000 183.1000000 183.2400000 1055450
GAZP 60 20220824 170000 183.2400000 183.2400000 182.1900000 182.9400000 2163290
GAZP 60 20220824 180000 182.9100000 183.1000000 182.3000000 182.5400000 866090
GAZP 60 20220824 190000 182.5300000 182.8600000 182.2100000 182.8300000 806350
GAZP 60 20220825 110000 183.0100000 184.6000000 181.8000000 184.2400000 4402080
GAZP 60 20220825 120000 184.2200000 184.5700000 183.6500000 184.1100000 1256080
GAZP 60 20220825 130000 184.1300000 184.2800000 183.3300000 183.4400000 760090
GAZP 60 20220825 140000 183.3500000 183.7800000 183.2600000 183.4400000 609400
GAZP 60 20220825 150000 183.4400000 183.5700000 180.8000000 181.1300000 3082220
GAZP 60 20220825 160000 181.1300000 182.6800000 180.9900000 181.9700000 2517770
GAZP 60 20220825 170000 181.9700000 182.0000000 181.5700000 181.8100000 533530
GAZP 60 20220825 180000 181.8100000 182.6400000 181.8000000 182.2000000 672780
GAZP 60 20220825 190000 182.2000000 182.2800000 181.2500000 181.9000000 1044380
GAZP 60 20220826 110000 181.8000000 182.2500000 180.5000000 180.5400000 3132530
GAZP 60 20220826 120000 180.5200000 181.3000000 180.5100000 181.2800000 1116190
GAZP 60 20220826 130000 181.3000000 181.3000000 180.7200000 181.1500000 796410
GAZP 60 20220826 140000 181.1400000 181.1800000 180.8400000 180.9900000 285920
GAZP 60 20220826 150000 180.9900000 181.9500000 180.9100000 181.9400000 1263110
GAZP 60 20220826 160000 181.9100000 184.2000000 181.7000000 183.0900000 3274830
GAZP 60 20220826 170000 183.1200000 183.5000000 182.8000000 183.4500000 1141880
GAZP 60 20220826 180000 183.4500000 183.4700000 183.0000000 183.1400000 726200
GAZP 60 20220826 190000 183.1300000 183.6200000 182.9600000 183.6200000 1250660
GAZP 60 20220829 110000 183.1400000 186.1800000 182.6500000 185.6000000 6185660
GAZP 60 20220829 120000 185.6000000 186.6000000 184.7500000 184.9800000 3244680
GAZP 60 20220829 130000 184.9500000 185.2500000 184.7000000 184.8000000 1618690
GAZP 60 20220829 140000 184.8000000 185.0300000 184.5000000 184.9300000 937090
GAZP 60 20220829 150000 184.9400000 185.8000000 184.8500000 185.3600000 1024670
GAZP 60 20220829 160000 185.3600000 185.4000000 185.0400000 185.2900000 815970
GAZP 60 20220829 170000 185.2800000 185.9000000 185.1100000 185.5300000 1464220
GAZP 60 20220829 180000 185.5300000 187.4800000 185.5100000 187.1000000 5010200
GAZP 60 20220829 190000 187.1000000 190.0000000 187.1000000 190.0000000 10222870
GAZP 60 20220830 110000 190.4500000 194.5400000 190.4500000 194.0600000 18294810
GAZP 60 20220830 120000 194.0900000 195.3100000 192.7000000 193.4100000 9017320
GAZP 60 20220830 130000 193.4600000 194.2000000 192.5700000 193.0100000 4415490
GAZP 60 20220830 140000 193.0100000 193.6600000 192.8100000 193.1800000 1884890
GAZP 60 20220830 150000 193.1800000 196.2500000 193.1800000 195.1600000 10207750
GAZP 60 20220830 160000 195.1500000 197.8800000 195.0800000 196.5000000 12274210
GAZP 60 20220830 170000 196.5600000 199.2500000 195.7000000 199.1000000 14575300
GAZP 60 20220830 180000 199.1000000 201.3800000 198.5200000 199.1100000 20893230
GAZP 60 20220830 190000 199.1100000 204.2000000 199.1100000 204.0000000 20893600
GAZP 60 20220831 110000 241.8200000 275.9600000 241.8200000 257.5800000 84289670
GAZP 60 20220831 120000 257.8200000 258.5000000 249.1600000 249.5500000 52154400
GAZP 60 20220831 130000 249.5600000 251.6000000 246.0600000 248.7000000 28826800
GAZP 60 20220831 140000 248.7000000 254.4000000 248.5600000 252.7300000 14406380
GAZP 60 20220831 150000 252.7500000 256.7000000 251.3100000 256.1700000 17185440
GAZP 60 20220831 160000 256.0900000 256.2700000 254.0000000 255.0400000 10387170
GAZP 60 20220831 170000 255.0000000 255.8000000 254.1600000 254.7600000 5221300
GAZP 60 20220831 180000 254.7700000 256.8600000 254.7000000 255.8000000 11346180
GAZP 60 20220831 190000 255.8000000 256.0000000 250.3400000 254.9000000 15335890
GAZP 60 20220901 110000 258.0000000 259.8500000 250.5000000 250.8000000 23179760
GAZP 60 20220901 120000 250.8000000 253.4200000 250.6200000 250.9500000 9806260
GAZP 60 20220901 130000 250.9500000 252.4500000 249.5500000 250.2400000 9021670
GAZP 60 20220901 140000 250.2900000 250.3000000 247.6200000 248.7700000 9472850
GAZP 60 20220901 150000 248.7900000 249.9600000 248.7000000 249.5300000 5432480
GAZP 60 20220901 160000 249.5300000 250.0000000 248.2100000 248.5900000 5051970
GAZP 60 20220901 170000 248.5900000 249.0000000 248.0800000 248.0800000 2167450
GAZP 60 20220901 180000 248.0900000 252.6900000 248.0100000 248.5000000 15181340
GAZP 60 20220901 190000 248.4900000 249.1300000 248.4000000 249.1100000 3932050
GAZP 60 20220902 110000 249.6700000 251.2000000 246.2200000 249.9700000 11663040
GAZP 60 20220902 120000 249.9700000 250.5500000 249.0500000 250.4700000 2725260
GAZP 60 20220902 130000 250.4700000 250.5800000 249.8000000 250.2100000 1241730
GAZP 60 20220902 140000 250.1900000 251.7000000 250.1100000 251.3900000 4428450
GAZP 60 20220902 150000 251.4000000 253.8000000 250.4000000 253.8000000 6181200
GAZP 60 20220902 160000 253.8000000 253.9500000 251.2000000 251.6000000 5136640
GAZP 60 20220902 170000 251.6300000 253.0000000 251.6000000 252.8900000 2443780
GAZP 60 20220902 180000 252.9600000 253.3500000 252.3000000 252.8900000 1652940
GAZP 60 20220902 190000 252.9000000 253.2000000 252.5300000 252.8000000 2244490
GAZP 60 20220905 110000 251.0000000 252.1100000 248.5500000 250.6200000 10609070
GAZP 60 20220905 120000 250.6000000 251.1400000 249.5000000 250.5900000 5091990
GAZP 60 20220905 130000 250.6000000 250.8000000 250.0200000 250.3000000 1234610
GAZP 60 20220905 140000 250.3000000 250.8300000 250.1500000 250.3300000 1424650
GAZP 60 20220905 150000 250.3200000 251.5000000 250.2500000 251.1800000 2166780
GAZP 60 20220905 160000 251.1000000 251.4400000 250.8000000 250.8300000 2801580
GAZP 60 20220905 170000 250.8300000 251.1700000 250.0000000 250.7500000 3129270
GAZP 60 20220905 180000 250.7500000 251.2000000 250.0600000 250.3000000 1688290
GAZP 60 20220905 190000 250.3000000 250.4800000 250.0000000 250.0000000 1959350
GAZP 60 20220906 110000 249.9900000 250.2000000 247.6100000 249.3500000 7677120
GAZP 60 20220906 120000 249.3500000 249.9500000 249.1900000 249.8100000 1639040
GAZP 60 20220906 130000 249.8200000 250.0000000 249.2000000 249.4600000 2121150
GAZP 60 20220906 140000 249.4200000 249.7500000 248.8000000 249.3300000 2460770
